Ticker,Net_Qty,Avg_Price,Live_Price,Invested,Current_Value,Unrealized_PL,Return_Pct,Allocation_Pct
ADANIPOWER.NS,265,63.224027459954236,149.6999969482422,16754.36727688787,39670.49919128418,22916.13191439631,136.77706555954757,25.499514150525332
HDFCBANK.NS,20,70.93821510297482,981.0499877929688,1418.7643020594965,19620.999755859375,18202.23545379988,1282.9640150500884,12.612040965491921
INFY.NS,8,32.951945080091534,1515.800048828125,263.61556064073227,12126.400390625,11862.784829984268,4500.03209262424,7.794641475638773
IPL.NS,41,20.396796338672768,205.0500030517578,836.2686498855835,8407.05012512207,7570.781475236487,905.3049491060443,5.403907135023536
NTPC.NS,38,29.48260869565217,338.70001220703125,1120.3391304347824,12870.600463867188,11750.261333432405,1048.812900864433,8.273000475029194
RELIANCE.NS,10,57.20823798627002,1380.9000244140625,572.0823798627002,13809.000244140625,13236.917864277924,2313.813242675781,8.876187703920673
TATAMOTORS.NS,50,102.97482837528604,678.3499755859375,5148.741418764302,33917.498779296875,28768.757360532574,558.7531985134549,21.80158449488644
TCS.NS,5,38.901601830663616,3030.300048828125,194.50800915331808,15151.500244140625,14956.992234987307,7689.6536549287675,9.739123599484131
